"","StartDate","EndDate","Progress","Duration.s","Finished","RecordedDate","responseID","LocationLatitude","LocationLongitude","percentCom","percentGov","operateFresh","operateMarine","wasInElodea","pax","hCostHigh","hCostLow","freshOutside","locOutside","purchaseOutside","purchaseYear","purchaseType","purchaseLoc","multiOwn","multiOwnEmail","age","Clean","sportfishConc","boatingSafetyConc","recValueConc","businessConc","realEstateConc","subsistConc","biodivConc","commFishConc","volunteer","emailAsk","percentPer","Income","ageBin","type"
"506","9/17/2018 19:17","9/17/2018 19:22",100,312,TRUE,"9/17/2018 19:22","R_2E6nX1rUU0iAnxv",61.52349854,-149.5747986,0,0,"Yes","No",NA,"2",50,20,"No or did not report","","No",NA,"Not known","Not known","No","",46,"100% of the time",5,2,2,1,1,5,5,1,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",1,87500,"41-50","personal"
"507","9/17/2018 20:59","9/17/2018 21:00",100,59,TRUE,"9/17/2018 21:00","R_ahMQrUqbRSgOrLz",61.22309875,-149.8527985,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"508","9/17/2018 21:01","9/17/2018 21:03",100,83,TRUE,"9/17/2018 21:03","R_3L1fLQydah96CDu",58.58129883,-134.7698059,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"509","9/17/2018 20:59","9/17/2018 21:23",100,1426,TRUE,"9/17/2018 21:23","R_2VEZdyKpqt35X77",67.54969788,-143.2275085,0,0,"Yes","Yes","No","2",15,10,"No or did not report","","No",NA,"Not known","Not known","No","",49,"Less than 100% of the time",2,4,5,5,2,5,5,3,"","gaveEmail",1,87500,"41-50","personal"
"510","9/17/2018 21:18","9/17/2018 21:50",100,1904,TRUE,"9/17/2018 21:50","R_1DYKByxAFK8fEVn",64.71640015,-164.6282959,0,0,"Yes","No","No","3",125,35,"No or did not report","","No",NA,"Not known","Not known","No","",51,"Less than 100% of the time",5,1,3,1,1,5,3,1,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.),Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.","gaveEmail",1,225000,"51-60","personal"
"511","9/18/2018 9:33","9/18/2018 9:42",100,511,TRUE,"9/18/2018 9:42","R_780CXGfp8YgTZxD",37.97799683,-122.0310974,0,0,"Yes","No","No","3",5,3,"No or did not report","","No",NA,"Not known","Not known","No","",65,"Less than 100% of the time",5,2,5,5,5,5,3,1,"","",1,175000,"61-70","personal"
"512","9/18/2018 9:45","9/18/2018 10:07",100,1340,TRUE,"9/18/2018 10:07","R_27EhE58zcCTQLX4",61.145401,-149.7664032,0,0,"Yes","Yes","Yes","1",25,25,"No or did not report","","No",NA,"Not known","Not known","No","",59,"100% of the time",5,1,2,1,5,5,5,3,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",1,137500,"51-60","personal"
"513","9/18/2018 11:15","9/18/2018 11:23",100,446,TRUE,"9/18/2018 11:23","R_TdqmbuMTU0Ulibn",64.8184967,-147.7216034,0,0,"Yes","Yes","No","2",70,60,"No or did not report","","No",NA,"Not known","Not known","No","",65,"Less than 100% of the time",5,3,5,5,3,5,3,5,"","",1,175000,"61-70","personal"
"514","9/18/2018 11:41","9/18/2018 11:42",100,66,TRUE,"9/18/2018 11:42","R_1mm9BjDz0RgCauY",61.59939575,-149.1145935,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"515","9/18/2018 11:47","9/18/2018 11:49",100,102,TRUE,"9/18/2018 11:49","R_1NlE9J5OSFvgt3o",61.145401,-149.7664032,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"516","9/18/2018 10:15","9/18/2018 12:39",100,8622,TRUE,"9/18/2018 12:39","R_XtVvQ3eDUHaws0N",48.56629944,-123.4192963,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"517","9/18/2018 14:58","9/18/2018 14:59",100,46,TRUE,"9/18/2018 14:59","R_1KwikycFUm1PZbD",64.83779907,-147.7164001,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"518","9/18/2018 15:02","9/18/2018 15:02",100,52,TRUE,"9/18/2018 15:02","R_2tL4TTbMt3L3pl5",61.60920715,-148.4656982,0,0,"No","No",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"519","9/18/2018 15:06","9/18/2018 15:08",100,135,TRUE,"9/18/2018 15:08","R_3R1UFgKp2FheDaH",36.95120239,-121.723999,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"520","9/18/2018 16:04","9/18/2018 16:06",100,79,TRUE,"9/18/2018 16:06","R_0exSTCYBhIVEoa5",64.90060425,-148.1613007,0,0,"No","No",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"521","9/18/2018 17:31","9/18/2018 17:32",100,82,TRUE,"9/18/2018 17:32","R_b1SboRj44I4uqK5",61.60920715,-148.4656982,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"522","9/18/2018 21:22","9/18/2018 21:35",100,746,TRUE,"9/18/2018 21:35","R_1omY6hyHt6ch9ve",61.145401,-149.7664032,0,0,"Yes","No","Yes","4",30,30,"No or did not report","","No",NA,"Not known","Not known","No","",71,"Less than 100% of the time",NA,NA,3,3,NA,5,5,2,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",1,62500,"71-80","personal"
"523","9/19/2018 6:37","9/19/2018 6:44",100,405,TRUE,"9/19/2018 6:44","R_1QLQSH71uEKVE0s",61.145401,-149.7664032,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"524","9/19/2018 8:45","9/19/2018 9:10",100,1510,TRUE,"9/19/2018 9:10","R_3HOzpB9c5aV0DBc",45.48649597,-73.46219635,0.1,0,"Yes","Yes","No","1",32,4,"No or did not report","","No",NA,"Not known","Not known","No","",47,"100% of the time",4,3,4,5,4,5,5,5,"","gaveEmail",0.9,62500,"41-50","personal"
"525","9/18/2018 17:02","9/19/2018 11:24",100,66154,TRUE,"9/19/2018 11:24","R_3GARh8litRhC8Vb",61.2059021,-149.8231964,0,0,"Yes","No","Yes","",NA,NA,"No or did not report","","No",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"526","9/19/2018 11:33","9/19/2018 11:33",100,9,TRUE,"9/19/2018 11:33","R_3dXnbx7TDoISmuO",61.2059021,-149.8231964,0,0,"No","No",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"527","9/19/2018 11:33","9/19/2018 11:33",100,7,TRUE,"9/19/2018 11:33","R_29gBJqSeLZprDKH",61.2059021,-149.8231964,0,0,"No","No",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"528","9/19/2018 11:36","9/19/2018 11:36",100,10,TRUE,"9/19/2018 11:36","R_3sgArdrFvtKO6kJ",61.2059021,-149.8231964,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"529","9/19/2018 12:11","9/19/2018 12:11",100,9,TRUE,"9/19/2018 12:11","R_20TlnpjLAa7p3zj",61.2059021,-149.8231964,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"530","9/19/2018 12:13","9/19/2018 12:13",100,7,TRUE,"9/19/2018 12:13","R_1dAgiPKpUwnEA5Z",61.2059021,-149.8231964,0,0,"No","No",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"531","9/19/2018 13:30","9/19/2018 13:32",100,97,TRUE,"9/19/2018 13:32","R_1IovZV36UnXwaKz",58.58129883,-134.7698059,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"532","9/19/2018 14:45","9/19/2018 14:46",100,14,TRUE,"9/19/2018 14:46","R_88OXTlNxLidjmV3",61.2059021,-149.8231964,0,0,"No","No",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"533","9/17/2018 18:07","9/19/2018 15:05",100,161847,TRUE,"9/19/2018 15:05","R_2xYqMVHr6eiIiA5",61.2059021,-149.8231964,0,0,"Yes","No","No","",NA,NA,"No or did not report","","No",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"534","9/19/2018 17:03","9/19/2018 17:04",100,33,TRUE,"9/19/2018 17:04","R_3QRwOUGEr8KYpqp",47.12780762,-122.2534027,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"535","9/19/2018 17:59","9/19/2018 18:13",100,820,TRUE,"9/19/2018 18:13","R_25zJLFSi9GDwckh",61.145401,-149.7664032,0,0,"Yes","Yes","No","4",10,20,"No or did not report","","No",NA,"Not known","Not known","No","",45,"Less than 100% of the time",5,1,5,1,1,5,5,1,"","",1,175000,"41-50","personal"
"536","9/19/2018 18:44","9/19/2018 18:45",100,47,TRUE,"9/19/2018 18:45","R_3kNfxfWxEtYYY4r",37.77490234,-122.4194031,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"537","9/20/2018 7:55","9/20/2018 7:56",100,34,TRUE,"9/20/2018 7:56","R_2rOsME3Bj1Rr2HR",61.08070374,-149.7091064,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"538","9/20/2018 8:13","9/20/2018 8:18",100,310,TRUE,"9/20/2018 8:18","R_p0eAhhzziSttm7L",61.18859863,-149.8878021,0,0,"Yes","No","No","1",30,10,"No or did not report","","No",NA,"Not known","Not known","No","",NA,"100% of the time",NA,NA,5,NA,NA,5,5,NA,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",1,137500,NA,"personal"
"539","9/20/2018 8:35","9/20/2018 8:51",100,953,TRUE,"9/20/2018 8:51","R_1hJZFuuG2zVmsXy",64.90060425,-148.1613007,0,0,"Yes","Yes","Yes","2",NA,NA,"No or did not report","","No",NA,"Not known","Not known","No","",74,"100% of the time",5,1,5,NA,NA,5,5,NA,"","gaveEmail",1,62500,"71-80","personal"
"540","9/20/2018 9:39","9/20/2018 10:10",100,1903,TRUE,"9/20/2018 10:10","R_2OMFaL4vodOqdh7",61.145401,-149.7664032,0,0,"Yes","Yes","No","1",3,1,"No or did not report","","No",NA,"Not known","Not known","No","",71,"100% of the time",4,3,3,3,3,5,4,2,"","gaveEmail",1,62500,"71-80","personal"
"541","9/20/2018 13:38","9/20/2018 13:39",100,67,TRUE,"9/20/2018 13:39","R_1Qftnpz1K0E0Bsx",61.59939575,-149.1145935,0.2,0,"No","No",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",0.8,87500,NA,"personal"
"542","9/20/2018 15:21","9/20/2018 15:22",100,60,TRUE,"9/20/2018 15:22","R_2rrAUMbkxiz0GAa",60.66059875,-150.9060059,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"543","9/20/2018 18:01","9/20/2018 18:37",100,2156,TRUE,"9/20/2018 18:37","R_1LUp0FJ9w6UoAT6",61.60920715,-148.4656982,0,0,"Yes","No","No","2",100,10,"No or did not report","","No",NA,"Not known","Not known","No","",22,"100% of the time",5,1,5,1,1,5,5,1,"","gaveEmail",1,37500,"21-30","personal"
"544","9/20/2018 19:26","9/20/2018 19:42",100,964,TRUE,"9/20/2018 19:42","R_1i42WJTqPOMDZCW",58.82429504,-157.8621979,0,0,"Yes","Yes","No","4",40,20,"No or did not report","","No",NA,"Not known","Not known","No","",58,"Less than 100% of the time",4,1,4,4,5,5,3,5,"","gaveEmail",1,112500,"51-60","personal"
"545","9/20/2018 20:32","9/20/2018 20:38",100,353,TRUE,"9/20/2018 20:38","R_2Sq6RKtUcTqozpF",64.93130493,-146.6123047,0,0,"Yes","No","No","2",0,0,"No or did not report","","No",NA,"Not known","Not known","No","",71,"Less than 100% of the time",5,NA,NA,NA,NA,NA,NA,NA,"","",1,112500,"71-80","personal"
"546","9/21/2018 6:33","9/21/2018 6:34",100,30,TRUE,"9/21/2018 6:34","R_1q9boZv7q8xzjtT",32.3368988,-111.0502014,0,0,"No","No",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"547","9/12/2018 18:43","9/21/2018 11:18",100,750850,TRUE,"9/21/2018 11:18","R_1prstTGr66W1Qfu",60.32080078,-150.7989044,0,0,"Yes","No","No","1",5,1,"No or did not report","","No",NA,"Not known","Not known","No","",64,"Less than 100% of the time",5,1,4,2,2,1,1,5,"","",1,37500,"61-70","personal"
"548","9/21/2018 12:25","9/21/2018 12:49",100,1460,TRUE,"9/21/2018 12:49","R_2UXbasqjfshKGBE",61.52349854,-149.5747986,0,0,"Yes","No","No","",10,0,"No or did not report","","No",NA,"Not known","Not known","No","",27,"100% of the time",5,1,1,1,1,1,5,1,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",1,112500,"21-30","personal"
"549","9/21/2018 17:56","9/21/2018 17:56",100,16,TRUE,"9/21/2018 17:56","R_3fkpvQyDVOcu304",61.2059021,-149.8231964,0,0,"No","No",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"550","9/21/2018 17:58","9/21/2018 17:58",100,10,TRUE,"9/21/2018 17:58","R_W9yEw2AOCKFO4vf",61.2059021,-149.8231964,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"551","9/22/2018 10:30","9/22/2018 10:40",100,626,TRUE,"9/22/2018 10:40","R_1OGFECDE3pdrdS8",61.21490479,-149.2583008,0,0,"Yes","No","No","2",50,50,"No or did not report","","Yes",1982,"New","Washington","No","",78,"100% of the time",5,5,5,1,1,1,5,1,"","gaveEmail",1,225000,"71-80","personal"
"552","9/22/2018 10:44","9/22/2018 10:44",100,23,TRUE,"9/22/2018 10:44","R_1jVrmjlTaiZxlck",59.40390015,-151.3238983,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"553","9/22/2018 12:20","9/22/2018 12:37",100,1075,TRUE,"9/22/2018 12:37","R_PGl5VYRXURtCZ3P",47.31010437,-122.2042007,0,0,"Yes","Yes","Yes","3",60,20,"Yes","Washington","No",NA,"Not known","Not known","No","",29,"100% of the time",4,2,5,2,1,3,5,2,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.),Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.","gaveEmail",1,37500,"21-30","personal"
"554","9/22/2018 12:44","9/22/2018 12:56",100,695,TRUE,"9/22/2018 12:56","R_1GTE0Ujha1kReni",56.73530579,-135.009201,0,0.1,"Yes","Yes","No","1",5,5,"No or did not report","","Yes",2017,"New","Washington","No","",37,"100% of the time",5,1,3,1,1,5,5,3,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.),Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.","gaveEmail",0.9,87500,"31-40","personal"
"555","9/22/2018 12:57","9/22/2018 12:58",100,52,TRUE,"9/22/2018 12:58","R_1r8HSCrjhvWZqTX",61.22309875,-149.8527985,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"556","9/22/2018 13:11","9/22/2018 13:12",100,56,TRUE,"9/22/2018 13:12","R_1ewXmGJu81xJ8D8",56.73530579,-135.009201,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"557","9/22/2018 15:54","9/22/2018 15:55",100,36,TRUE,"9/22/2018 15:55","R_3ltYfKuxra3GOMA",56.73530579,-135.009201,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"558","9/22/2018 23:59","9/23/2018 0:07",100,504,TRUE,"9/23/2018 0:07","R_1rup3A7HHUVQolp",45.52340698,-122.6762009,0.8,0,"Yes","Yes","No","2",50,30,"No or did not report","","No",NA,"Not known","Not known","No","",51,"Less than 100% of the time",2,1,1,2,1,5,5,5,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",0.2,112500,"51-60","commercial"
"559","9/23/2018 12:03","9/23/2018 12:13",100,622,TRUE,"9/23/2018 12:13","R_1BWAx2fhRoqfH9e",37.75100708,-97.8219986,0,0,"Yes","Yes","No","3",25,25,"No or did not report","","No",NA,"Not known","Not known","No","",31,"Less than 100% of the time",4,3,4,4,2,5,5,4,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.),Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.","gaveEmail",1,37500,"31-40","personal"
"560","9/23/2018 13:53","9/23/2018 13:54",100,75,TRUE,"9/23/2018 13:54","R_ODLIpHpxzzG4jfj",55.61529541,-131.5848083,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"561","9/23/2018 17:24","9/23/2018 18:02",100,2281,TRUE,"9/23/2018 18:02","R_1IZCJ3585W3B7pp",61.145401,-149.7664032,0,0,"Yes","No","No","1",12,3,"No or did not report","","No",NA,"Not known","Not known","No","",57,"100% of the time",5,NA,NA,NA,NA,NA,5,NA,"","",1,87500,"51-60","personal"
"562","9/23/2018 18:57","9/23/2018 18:58",100,55,TRUE,"9/23/2018 18:58","R_3DkLMMXyVQogvWA",61.15939331,-149.8865051,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"563","9/23/2018 20:36","9/23/2018 20:37",100,79,TRUE,"9/23/2018 20:37","R_1FDkx6ZinJGujOb",37.75100708,-97.8219986,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"564","9/24/2018 1:35","9/24/2018 1:53",100,1066,TRUE,"9/24/2018 1:53","R_3M3EDMsXR7zYb3J",61.52349854,-149.5747986,0,0,"Yes","Yes","No","1",10,5,"No or did not report","","No",NA,"Not known","Not known","No","",65,"100% of the time",5,5,5,1,1,5,5,1,"","gaveEmail",1,87500,"61-70","personal"
"565","9/24/2018 11:38","9/24/2018 11:39",100,61,TRUE,"9/24/2018 11:39","R_8iDXswCFPCYWxTr",61.2059021,-149.8231964,0,0,"No","No",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"566","9/25/2018 10:56","9/25/2018 10:57",100,48,TRUE,"9/25/2018 10:57","R_263jLMCy9iWBaVv",56.73530579,-135.009201,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"567","9/19/2018 20:18","9/25/2018 12:45",100,491240,TRUE,"9/25/2018 12:45","R_3PjnZL6Vtuusn04",61.2059021,-149.8231964,0,0,"Yes","Yes","No","",NA,NA,"No or did not report","","No",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"568","9/25/2018 8:22","9/25/2018 13:53",100,19859,TRUE,"9/25/2018 13:53","R_1l3ix1wIo5ERmkl",61.2059021,-149.8231964,0,0,"Yes","Yes","No","",NA,NA,"No or did not report","","No",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"569","9/25/2018 14:06","9/25/2018 14:07",100,12,TRUE,"9/25/2018 14:07","R_pQ9j4kU0rpwRZeh",61.2059021,-149.8231964,0,0,"No","No",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"570","9/26/2018 12:06","9/26/2018 12:07",100,84,TRUE,"9/26/2018 12:07","R_31LxedXbhaxP7HV",55.61529541,-131.5848083,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"571","9/26/2018 12:12","9/26/2018 12:13",100,79,TRUE,"9/26/2018 12:13","R_324SV4fEH4ScO8G",61.145401,-149.7664032,0,0,"","",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"572","9/26/2018 13:05","9/26/2018 13:07",100,67,TRUE,"9/26/2018 13:07","R_3QKlFZbKNSiJq3a",58.58129883,-134.7698059,1,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",0,87500,NA,"commercial"
"573","9/26/2018 13:09","9/26/2018 13:10",100,47,TRUE,"9/26/2018 13:10","R_Tk0tscI1UhTovsd",61.59939575,-149.1145935,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"574","9/26/2018 16:02","9/26/2018 16:03",100,33,TRUE,"9/26/2018 16:03","R_PRNadMOkuCsMFvX",61.11199951,-149.9044037,0,0,"No","No",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"575","9/26/2018 16:17","9/26/2018 16:47",100,1799,TRUE,"9/26/2018 16:47","R_AGP8tZz2vFTNLl7",61.59939575,-149.1145935,0,0,"Yes","No","No","3",10,5,"No or did not report","","No",NA,"Not known","Not known","No","",39,"100% of the time",5,1,5,2,3,4,4,3,"","",1,87500,"31-40","personal"
"576","9/26/2018 19:17","9/26/2018 19:18",100,42,TRUE,"9/26/2018 19:18","R_3EKtXME382NB2Kd",61.145401,-149.7664032,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"577","9/26/2018 15:40","9/26/2018 19:59",100,15586,TRUE,"9/26/2018 19:59","R_2R8HLFrxPKmVO6V",61.08070374,-149.7091064,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
"578","9/26/2018 20:56","9/26/2018 21:12",100,963,TRUE,"9/26/2018 21:12","R_2qq8pjvZv7lL1qL",61.5809021,-149.4414978,0,0,"Yes","No","No","6",10,8,"No or did not report","","No",NA,"Not known","Not known","No","",68,"100% of the time",4,1,1,2,1,3,3,2,"","gaveEmail",1,87500,"61-70","personal"
"579","9/26/2018 21:36","9/26/2018 21:37",100,48,TRUE,"9/26/2018 21:37","R_2xyQcoF3VU0k7JF",61.16369629,-149.9916992,0,0,"No","Yes",NA,"",NA,NA,"No or did not report","","",NA,"Not known","Not known","","",NA,"Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",1,87500,NA,"personal"
