FID,sample_effort_id,survey_date,project_name,observers,observers_affiliation,observers_secondary_affiliation,site_code,original_site_code,visit_type,revisit,area_surveyed,study_type,viereck_code,viereck_name,disturbance_type,location,latitude,longitude,elevation,quad_name,quad_number,collection_method,precision,map_source,map_scale,map_date,location_notes,usda_name_code,presence,usda_name_2,scientific_name,common_name,family,rank_code,infested_area,canopy_cover,stem_count,estimated_years_of_disturbance,herbarium,control_action,aggressiveness,species_notes,project_description,project_method,project_discussion,data_type
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2997,523820,7/20/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.976 62.01624),62.01624,-149.976,293,,A-6,GPS,0-100,,,,Caswell Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2996,523821,7/20/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.97368 62.01179),62.01179,-149.97368,293,,A-6,GPS,0-100,,,,Caswell Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2995,523822,7/20/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.97212 62.01931),62.01931,-149.97212,293,,A-6,GPS,0-100,,,,Caswell Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2994,523823,7/20/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.97198 62.02053),62.02053,-149.97198,293,,A-6,GPS,0-100,,,,Caswell Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2993,523824,7/20/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.96947 62.00912),62.00912,-149.96947,293,,A-6,GPS,0-100,,,,Caswell Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2992,523826,7/20/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.96707 62.00996),62.00996,-149.96707,293,,A-6,GPS,0-100,,,,Caswell Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2991,523947,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.83421 61.53299),61.53299,-149.83421,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2990,523948,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.82712 61.53476),61.53476,-149.82712,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-298f,523946,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.83907 61.54342),61.54342,-149.83907,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-298e,523945,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.8432 61.53138),61.53138,-149.8432,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-298d,523944,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.8443 61.5307),61.5307,-149.8443,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-298c,523943,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.84805 61.54018),61.54018,-149.84805,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-298b,523942,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.85323 61.55077),61.55077,-149.85323,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-298a,523941,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.85472 61.53193),61.53193,-149.85472,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2989,523940,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.85492 61.54792),61.54792,-149.85492,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2988,523939,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.86201 61.54681),61.54681,-149.86201,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2987,523938,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.86346 61.5399),61.5399,-149.86346,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2986,523937,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.864 61.53156),61.53156,-149.864,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2985,523935,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.86534 61.54396),61.54396,-149.86534,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2984,523932,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.86592 61.54441),61.54441,-149.86592,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2983,523931,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.87896 61.54943),61.54943,-149.87896,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2982,523928,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.88287 61.54302),61.54302,-149.88287,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2981,523927,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.88287 61.5317),61.5317,-149.88287,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2980,523921,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.88582 61.53373),61.53373,-149.88582,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-297f,523920,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.88901 61.54382),61.54382,-149.88901,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-297e,523911,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.89777 61.52829),61.52829,-149.89777,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-297d,523910,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.90057 61.53738),61.53738,-149.90057,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-297c,523909,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.90424 61.53617),61.53617,-149.90424,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-297b,523908,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.90538 61.53039),61.53039,-149.90538,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-297a,523907,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.9102 61.53601),61.53601,-149.9102,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2979,523906,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.91347 61.51931),61.51931,-149.91347,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2978,523848,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.91278 62.31891),62.31891,-149.91278,617,,B-6,GPS,0-100,,,,Larson Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2977,523854,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.91185 62.32296),62.32296,-149.91185,617,,B-6,GPS,0-100,,,,Larson Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2976,523855,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.90671 62.32721),62.32721,-149.90671,617,,B-6,GPS,0-100,,,,Larson Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2975,523856,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.90469 62.31884),62.31884,-149.90469,617,,B-6,GPS,0-100,,,,Larson Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2974,523905,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.91554 61.51708),61.51708,-149.91554,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2973,523904,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.92049 61.53622),61.53622,-149.92049,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2972,523903,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.93028 61.51543),61.51543,-149.93028,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2971,523902,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.93631 61.51485),61.51485,-149.93631,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-2970,523901,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.94023 61.51297),61.51297,-149.94023,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-296f,523900,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.95081 61.52932),61.52932,-149.95081,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-296e,523899,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.95235 61.53901),61.53901,-149.95235,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-296d,523898,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.96706 61.53713),61.53713,-149.96706,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-296c,523897,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.97102 61.53583),61.53583,-149.97102,147,Anchorage,C-8,GPS,0-100,,,,Big Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
akepic_weed_observation_flat.fid--2f0727_1675e0d5d0d_-296b,523894,7/21/2015,Early Detection of Elodea (Elodea nuttallii and E. Canadensis) in MatSu Basin Waters,"Heale, E.; Hobby, R.",CIAA,,,,Monitoring,Yes,0.1,Single species study,,,,POINT (-149.86591 62.34896),62.34896,-149.86591,617,,B-6,GPS,0-100,,,,Larson Lake,ELODE,FALSE,,Elodea Michx. sp.,waterweed,Hydrocharitaceae,79,0,0,,,Not Collected,,,,,Substrate and vegetation were identified at this location. A two-sided rake was used when vegetation collected.  Locations were selected for higest likelihood of detecting Elodea. ,,
