"","zoomLevel","orderCreat","trackName","boatLaunch","trackFrequ","trackFre_1","primaryPur","rank","responseID","km","StartDate","EndDate","IPAddress","Progress","Duration.s","Finished","RecordedDate","LocationLatitude","LocationLongitude","operateType","percentCom","percentGov","operateFresh","operateMarine","pax","hCostHigh","hCostLow","freshOutside","locOutside","purchaseOutside","purchaseYear","purchaseType","purchaseLoc","multiOwn","multiOwnEmail","age","persIncomeBtax","Clean","sportfishConc","boatingSafetyConc","recValueConc","businessConc","realEstateConc","subsistConc","biodivConc","commFishConc","volunteer","emailAsk","ObjectId","Shape__Length","wasInElodea","elodeaLoc1","elodeaLoc2","elodeaLoc3","LowerPre","UpperPre","freqPre","LowerPost","UpperPost","freqPost","hCost","totalKmPre","totalKmPost","YrCostPre","YrCostPost","totalTripsPre","totalTripsPost","routeCount","Income","ageBin","percentPer","type"
"430",12,3,"Cabin","inStateFreshwater","21 to 30","21 to 30","Cabin",1,"R_RCbTuhWaTqCy3PH",4.271746,"9/27/2018 20:43","9/27/2018 20:54","67.58.20.214",100,695,TRUE,"9/27/2018 20:54",58.8243,-157.8622,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",4,45,15,"No or did not report","","No",NA,"","","No","",43,"$200,001 - $250,000","Less than 100% of the time",5,1,4,5,1,5,4,5,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",430,8361.286613,"No","","","",21,30,26,21,30,26,30,111.065396,111.065396,3331.96188,3331.96188,36,36,3,225000,"41-50",1,"personal"
"431",12,1,"big lake","inStateFreshwater","21 to 30","Up to 4","Cabin",1,"R_vVpxNdLzaQFoNCp",17.80334,"9/27/2018 21:03","9/27/2018 21:11","66.58.151.90",100,490,TRUE,"9/27/2018 21:11",61.0807,-149.7091,"I operate boat(s) for personal reasons",0,0,"Yes","No",4,10,5,"No or did not report","","No",NA,"","","No","",47,"$150,001 - $200,000","Less than 100% of the time",2,NA,4,NA,3,1,5,NA,"","",431,37292.54595,"No","","","",21,30,26,1,4,2,7.5,462.88684,35.60668,3471.6513,267.0501,26,2,1,175000,"41-50",1,"personal"
"432",12,1,"Kenai River","inStateFreshwater","31 to 40","31 to 40","Sport Fishing",1,"R_tE5XzNRQBGSpXEJ",7.637928,"9/27/2018 23:02","9/27/2018 23:27","209.193.10.184",100,1483,TRUE,"9/27/2018 23:27",64.8185,-147.7216,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",3,10,4,"No or did not report","","No",NA,"","","No","",76,"$150,001 - $200,000","100% of the time",1,1,2,3,4,4,4,4,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",432,15495.70849,"No","","","",31,40,36,31,40,36,7,274.965408,274.965408,1924.757856,1924.757856,44,38,2,175000,"71-80",1,"personal"
"433",9,2,"Homer-Flat Island -ANchor Point -Glacier Spit","marineWaters","5 to 10","Up to 4","Sport Fishing",2,"R_tE5XzNRQBGSpXEJ",140.9752,"9/27/2018 23:02","9/27/2018 23:27","209.193.10.184",100,1483,TRUE,"9/27/2018 23:27",64.8185,-147.7216,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",3,10,4,"No or did not report","","No",NA,"","","No","",76,"$150,001 - $200,000","100% of the time",1,1,2,3,4,4,4,4,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",433,278203.7238,"No","","","",5,10,8,1,4,2,7,1127.8016,281.9504,7894.6112,1973.6528,44,38,2,175000,"71-80",1,"personal"
"434",12,1,"Lower Kenai","inStateFreshwater","21 to 30","21 to 30","Sport Fishing",1,"R_3DjafmvzzIbwcIc",30.00231,"9/28/2018 5:32","9/28/2018 5:41","206.174.126.47",100,573,TRUE,"9/28/2018 5:41",60.6606,-150.906,"I operate boat(s) for personal reasons",0,0,"Yes","No",2,10,75,"No or did not report","","Yes",2017,"","Wisconsin","No","",55,"$125,001 - $150,000","Less than 100% of the time",5,1,3,3,3,5,4,3,"","gaveEmail",434,60885.96607,"No","","","",21,30,26,21,30,26,42.5,780.06006,780.06006,33152.55255,33152.55255,34,34,2,137500,"51-60",1,"personal"
"435",11,2,"Tustemena","inStateFreshwater","5 to 10","5 to 10","Hunting",2,"R_3DjafmvzzIbwcIc",25.40188,"9/28/2018 5:32","9/28/2018 5:41","206.174.126.47",100,573,TRUE,"9/28/2018 5:41",60.6606,-150.906,"I operate boat(s) for personal reasons",0,0,"Yes","No",2,10,75,"No or did not report","","Yes",2017,"","Wisconsin","No","",55,"$125,001 - $150,000","Less than 100% of the time",5,1,3,3,3,5,4,3,"","gaveEmail",435,51106.82181,"No","","","",5,10,8,5,10,8,42.5,203.21504,203.21504,8636.6392,8636.6392,34,34,2,137500,"51-60",1,"personal"
"436",12,1,"chena","inStateFreshwater","Up to 4","Up to 4","Hunting",1,"R_1rJ5obgiznbSzWu",5.716283,"9/28/2018 9:16","9/28/2018 9:22","209.112.144.82",100,342,TRUE,"9/28/2018 9:22",61.2231,-149.8528,"I operate boat(s) for personal reasons",0,0,"Yes","No",2,100,100,"No or did not report","","No",NA,"","","No","",32,"$75,001 - $100,000","Less than 100% of the time",5,2,5,4,4,5,5,3,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",436,13448.07888,"Yes","Chena River","","",1,4,2,1,4,2,100,11.432566,11.432566,1143.2566,1143.2566,2,2,1,87500,"31-40",1,"personal"
"437",6,1,"Susitna River","inStateFreshwater","5 to 10","5 to 10","Hunting",1,"R_3NOKeMwDHbWuqtZ",58.77717,"9/28/2018 9:24","9/28/2018 9:47","72.35.96.79",100,1400,TRUE,"9/28/2018 9:47",61.5235,-149.5748,"I operate boat(s) for personal reasons",0,0,"Yes","No",1,40,35,"No or did not report","","No",NA,"","","No","",67,"$150,001 - $200,000","Less than 100% of the time",5,3,4,3,3,3,4,3,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",437,123225.1172,"No","","","",5,10,8,5,10,8,37.5,470.21736,470.21736,17633.151,17633.151,10,10,2,175000,"61-70",1,"personal"
"438",6,2,"Ivashak","inStateFreshwater","Up to 4","Up to 4","Hunting",2,"R_3NOKeMwDHbWuqtZ",66.40948,"9/28/2018 9:24","9/28/2018 9:47","72.35.96.79",100,1400,TRUE,"9/28/2018 9:47",61.5235,-149.5748,"I operate boat(s) for personal reasons",0,0,"Yes","No",1,40,35,"No or did not report","","No",NA,"","","No","",67,"$150,001 - $200,000","Less than 100% of the time",5,3,4,3,3,3,4,3,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",438,189818.9962,"No","","","",1,4,2,1,4,2,37.5,132.81896,132.81896,4980.711,4980.711,10,10,2,175000,"61-70",1,"personal"
"439",12,1,"Little Su","outOfStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_2QSOUfkBhdMd6JG",2.24986,"9/28/2018 9:53","9/28/2018 10:02","162.243.151.33",100,484,TRUE,"9/28/2018 10:02",37.73531,-122.3732,"I operate boat(s) for personal reasons",0,0,"Yes","No",1,5,5,"No or did not report","","No",NA,"","","No","",61,"$50,001 - $75,000","100% of the time",5,NA,5,NA,NA,5,5,NA,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",439,4688.43198,"No","","","",1,4,2,1,4,2,5,4.49972,4.49972,22.4986,22.4986,2,2,1,62500,"61-70",1,"personal"
"440",12,1,"Island Lake","inStateFreshwater","21 to 30","21 to 30","Sport Fishing",1,"R_29fPUt8NyUepLbf",2.104017,"9/28/2018 12:26","9/28/2018 12:29","137.229.153.170",100,155,TRUE,"9/28/2018 12:29",61.2059,-149.8232,"I operate boat(s) for personal reasons",0,0,"Yes","No",NA,NA,NA,"No or did not report","","No",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",440,4304.58142,NA,"","","",21,30,26,21,30,26,NA,54.704442,54.704442,NA,NA,26,26,1,NA,NA,1,"personal"
"441",11,1,"kenai river","marineWaters","Up to 4","Up to 4","Sport Fishing",1,"R_2AFDO3LPIx3mHvk",1.96306,"9/28/2018 12:17","9/28/2018 12:37","66.58.174.84",100,1221,TRUE,"9/28/2018 12:37",61.5235,-149.5748,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",2,20,5,"No or did not report","","No",NA,"","","No","",NA,"$25,001 - $50,000","100% of the time",5,3,3,3,3,5,5,5,"","gaveEmail",441,3996.16556,"No","","","",1,4,2,1,4,2,12.5,3.92612,3.92612,49.0765,49.0765,8,8,4,37500,NA,1,"personal"
"442",11,2,"12 mile lake","marineWaters","Up to 4","Up to 4","Cabin",2,"R_2AFDO3LPIx3mHvk",0.5382863,"9/28/2018 12:17","9/28/2018 12:37","66.58.174.84",100,1221,TRUE,"9/28/2018 12:37",61.5235,-149.5748,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",2,20,5,"No or did not report","","No",NA,"","","No","",NA,"$25,001 - $50,000","100% of the time",5,3,3,3,3,5,5,5,"","gaveEmail",442,1136.318117,"No","","","",1,4,2,1,4,2,12.5,1.0765726,1.0765726,13.4571575,13.4571575,8,8,4,37500,NA,1,"personal"
"443",9,3,"whittier to squirel cove","inStateFreshwater","Up to 4","Up to 4","Cabin",3,"R_2AFDO3LPIx3mHvk",12.65635,"9/28/2018 12:17","9/28/2018 12:37","66.58.174.84",100,1221,TRUE,"9/28/2018 12:37",61.5235,-149.5748,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",2,20,5,"No or did not report","","No",NA,"","","No","",NA,"$25,001 - $50,000","100% of the time",5,3,3,3,3,5,5,5,"","gaveEmail",443,25957.9968,"No","","","",1,4,2,1,4,2,12.5,25.3127,25.3127,316.40875,316.40875,8,8,4,37500,NA,1,"personal"
"444",9,4,"whittier to blackstone glacier","inStateFreshwater","Up to 4","Up to 4","Wildlife watching",4,"R_2AFDO3LPIx3mHvk",12.19128,"9/28/2018 12:17","9/28/2018 12:37","66.58.174.84",100,1221,TRUE,"9/28/2018 12:37",61.5235,-149.5748,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",2,20,5,"No or did not report","","No",NA,"","","No","",NA,"$25,001 - $50,000","100% of the time",5,3,3,3,3,5,5,5,"","gaveEmail",444,24812.73565,"No","","","",1,4,2,1,4,2,12.5,24.38256,24.38256,304.782,304.782,8,8,4,37500,NA,1,"personal"
"445",10,1,"Pilot Stattion","inStateFreshwater","Up to 4","Up to 4","Subsistence Fishing",3,"R_VUtI1R8XE4tdjI5",200.0689,"9/28/2018 12:30","9/28/2018 12:42","137.229.153.170",100,727,TRUE,"9/28/2018 12:42",61.2059,-149.8232,"I operate boat(s) for personal reasons",0,0,"Yes","No",10,NA,NA,"No or did not report","","No",NA,"","","No","",68,"$25,001 - $50,000","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",445,423090.9511,NA,"","","",1,4,2,1,4,2,NA,400.1378,400.1378,NA,NA,42,8,4,37500,"61-70",1,"personal"
"446",10,2,"Marshall","inStateFreshwater","Up to 4","Up to 4","Other",4,"R_VUtI1R8XE4tdjI5",118.5269,"9/28/2018 12:30","9/28/2018 12:42","137.229.153.170",100,727,TRUE,"9/28/2018 12:42",61.2059,-149.8232,"I operate boat(s) for personal reasons",0,0,"Yes","No",10,NA,NA,"No or did not report","","No",NA,"","","No","",68,"$25,001 - $50,000","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",446,249795.1995,NA,"","","",1,4,2,1,4,2,NA,237.0538,237.0538,NA,NA,42,8,4,37500,"61-70",1,"personal"
"447",10,3,"Horse Island","inStateFreshwater","Up to 4","Up to 4","Hunting",2,"R_VUtI1R8XE4tdjI5",156.3044,"9/28/2018 12:30","9/28/2018 12:42","137.229.153.170",100,727,TRUE,"9/28/2018 12:42",61.2059,-149.8232,"I operate boat(s) for personal reasons",0,0,"Yes","No",10,NA,NA,"No or did not report","","No",NA,"","","No","",68,"$25,001 - $50,000","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",447,332314.5318,NA,"","","",1,4,2,1,4,2,NA,312.6088,312.6088,NA,NA,42,8,4,37500,"61-70",1,"personal"
"448",9,4,"around village","inStateFreshwater","31 to 40","Up to 4","Subsistence Fishing",1,"R_VUtI1R8XE4tdjI5",31.37371,"9/28/2018 12:30","9/28/2018 12:42","137.229.153.170",100,727,TRUE,"9/28/2018 12:42",61.2059,-149.8232,"I operate boat(s) for personal reasons",0,0,"Yes","No",10,NA,NA,"No or did not report","","No",NA,"","","No","",68,"$25,001 - $50,000","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",448,66050.7366,NA,"","","",31,40,36,1,4,2,NA,1129.45356,62.74742,NA,NA,42,8,4,37500,"61-70",1,"personal"
"449",8,1,"Up the Kuskokwim","inStateFreshwater","Up to 4","Up to 4","Other",4,"R_3Pc0ipNnVSQba41",255.2499,"9/27/2018 13:50","9/28/2018 14:11","67.58.10.83",100,87640,TRUE,"9/28/2018 14:11",59.4758,-157.2697,"I operate boat(s) for personal reasons,I operate boat(s) commercially,I operate boats as an employee of a government agency",0.3,0.7,"Yes","No",3,90,50,"No or did not report","","No",NA,"","","No","",50,"Less than $25,000","Less than 100% of the time",1,5,5,4,2,5,1,5,"","",449,523861.6454,"No","","","",1,4,2,1,4,2,70,510.4998,510.4998,35734.986,35734.986,22,22,5,12500,"41-50",0.0000000000000000555111512312578,"government"
"450",8,2,"Baird Inlet Way","inStateFreshwater","Up to 4","Up to 4","Hunting",2,"R_3Pc0ipNnVSQba41",231.8022,"9/27/2018 13:50","9/28/2018 14:11","67.58.10.83",100,87640,TRUE,"9/28/2018 14:11",59.4758,-157.2697,"I operate boat(s) for personal reasons,I operate boat(s) commercially,I operate boats as an employee of a government agency",0.3,0.7,"Yes","No",3,90,50,"No or did not report","","No",NA,"","","No","",50,"Less than $25,000","Less than 100% of the time",1,5,5,4,2,5,1,5,"","",450,477683.1318,"No","","","",1,4,2,1,4,2,70,463.6044,463.6044,32452.308,32452.308,22,22,5,12500,"41-50",0.0000000000000000555111512312578,"government"
"451",7,3,"Our River, Johnson to Lake behind Lower Kalskag","inStateFreshwater","5 to 10","5 to 10","Hunting",1,"R_3Pc0ipNnVSQba41",261.2065,"9/27/2018 13:50","9/28/2018 14:11","67.58.10.83",100,87640,TRUE,"9/28/2018 14:11",59.4758,-157.2697,"I operate boat(s) for personal reasons,I operate boat(s) commercially,I operate boats as an employee of a government agency",0.3,0.7,"Yes","No",3,90,50,"No or did not report","","No",NA,"","","No","",50,"Less than $25,000","Less than 100% of the time",1,5,5,4,2,5,1,5,"","",451,543212.1142,"No","","","",5,10,8,5,10,8,70,2089.652,2089.652,146275.64,146275.64,22,22,5,12500,"41-50",0.0000000000000000555111512312578,"government"
"452",7,4,"Petmiggtalek, Atmautluak River Headwaters","inStateFreshwater","5 to 10","5 to 10","Hunting",3,"R_3Pc0ipNnVSQba41",220.3767,"9/27/2018 13:50","9/28/2018 14:11","67.58.10.83",100,87640,TRUE,"9/28/2018 14:11",59.4758,-157.2697,"I operate boat(s) for personal reasons,I operate boat(s) commercially,I operate boats as an employee of a government agency",0.3,0.7,"Yes","No",3,90,50,"No or did not report","","No",NA,"","","No","",50,"Less than $25,000","Less than 100% of the time",1,5,5,4,2,5,1,5,"","",452,456395.1712,"No","","","",5,10,8,5,10,8,70,1763.0136,1763.0136,123410.952,123410.952,22,22,5,12500,"41-50",0.0000000000000000555111512312578,"government"
"453",7,5,"Up Kusko extention","inStateFreshwater","Up to 4","Up to 4","Hunting",5,"R_3Pc0ipNnVSQba41",90.34262,"9/27/2018 13:50","9/28/2018 14:11","67.58.10.83",100,87640,TRUE,"9/28/2018 14:11",59.4758,-157.2697,"I operate boat(s) for personal reasons,I operate boat(s) commercially,I operate boats as an employee of a government agency",0.3,0.7,"Yes","No",3,90,50,"No or did not report","","No",NA,"","","No","",50,"Less than $25,000","Less than 100% of the time",1,5,5,4,2,5,1,5,"","",453,187986.2701,"No","","","",1,4,2,1,4,2,70,180.68524,180.68524,12647.9668,12647.9668,22,22,5,12500,"41-50",0.0000000000000000555111512312578,"government"
"454",10,1,"Talkeetna River","inStateFreshwater","5 to 10","5 to 10","Sport Fishing",1,"R_rpT8FzkvJaLrhv3",33.26627,"9/28/2018 14:32","9/28/2018 14:33","137.229.153.170",100,69,TRUE,"9/28/2018 14:33",61.2059,-149.8232,"I operate boat(s) for personal reasons",0,0,"Yes","No",NA,NA,NA,"No or did not report","","No",NA,"","","","",NA,"","Less than 100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"","",454,71533.9983,NA,"","","",5,10,8,5,10,8,NA,266.13016,266.13016,NA,NA,8,8,1,NA,NA,1,"personal"
"455",11,1,"Deshka","inStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_XsMie8XtBQIhevL",52.07347,"9/28/2018 19:37","9/28/2018 19:54","65.74.96.244",100,1009,TRUE,"9/28/2018 19:54",61.5235,-149.5748,"I operate boat(s) for personal reasons",0,0,"Yes","No",2,20,12,"No or did not report","","Yes",1998,"New","Oregon","No","",61,"$75,001 - $100,000","Less than 100% of the time",5,3,5,3,2,3,5,5,"","gaveEmail",455,109727.7494,"No","","","",1,4,2,1,4,2,16,104.14694,104.14694,1666.35104,1666.35104,4,4,2,87500,"61-70",1,"personal"
"456",9,2,"Little Su","inStateFreshwater","Up to 4","Up to 4","Sport Fishing",2,"R_XsMie8XtBQIhevL",44.3625,"9/28/2018 19:37","9/28/2018 19:54","65.74.96.244",100,1009,TRUE,"9/28/2018 19:54",61.5235,-149.5748,"I operate boat(s) for personal reasons",0,0,"Yes","No",2,20,12,"No or did not report","","Yes",1998,"New","Oregon","No","",61,"$75,001 - $100,000","Less than 100% of the time",5,3,5,3,2,3,5,5,"","gaveEmail",456,92424.87761,"No","","","",1,4,2,1,4,2,16,88.725,88.725,1419.6,1419.6,4,4,2,87500,"61-70",1,"personal"
"457",9,9,"Day trips","inStateFreshwater","Up to 4","Up to 4","Other",1,"R_1g27jpu0eSxYjYZ",127.298,"9/28/2018 18:54","9/28/2018 20:32","209.112.214.161",100,5850,TRUE,"9/28/2018 20:32",61.2059,-149.8232,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",3,21,15,"No or did not report","","No",NA,"","","No","",44,"Less than $25,000","Less than 100% of the time",3,2,2,2,2,2,2,2,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",457,297337.3579,"Yes","Chena River","","",1,4,2,1,4,2,18,254.596,254.596,4582.728,4582.728,2,2,1,12500,"41-50",1,"personal"
"458",9,1,"keystone","inStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_3suXhhCUicLLg1j",2.427618,"9/29/2018 8:39","9/29/2018 9:00","24.237.109.188",100,1231,TRUE,"9/29/2018 9:00",61.0807,-149.7091,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,20,5,"No or did not report","","No",NA,"","","No","",60,"$75,001 - $100,000","100% of the time",5,2,5,3,4,5,5,4,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",458,4930.040188,"No","","","",1,4,2,1,4,2,12.5,4.855236,4.855236,60.69045,60.69045,12,12,3,87500,"51-60",1,"personal"
"459",11,2,"anchor","marineWaters","5 to 10","5 to 10","Sport Fishing",2,"R_3suXhhCUicLLg1j",18.08799,"9/29/2018 8:39","9/29/2018 9:00","24.237.109.188",100,1231,TRUE,"9/29/2018 9:00",61.0807,-149.7091,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,20,5,"No or did not report","","No",NA,"","","No","",60,"$75,001 - $100,000","100% of the time",5,2,5,3,4,5,5,4,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",459,36056.6515,"No","","","",5,10,8,5,10,8,12.5,144.70392,144.70392,1808.799,1808.799,12,12,3,87500,"51-60",1,"personal"
"460",8,3,"homer","marineWaters","Up to 4","Up to 4","Sport Fishing",3,"R_3suXhhCUicLLg1j",6.709321,"9/29/2018 8:39","9/29/2018 9:00","24.237.109.188",100,1231,TRUE,"9/29/2018 9:00",61.0807,-149.7091,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",NA,20,5,"No or did not report","","No",NA,"","","No","",60,"$75,001 - $100,000","100% of the time",5,2,5,3,4,5,5,4,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","gaveEmail",460,13251.71781,"No","","","",1,4,2,1,4,2,12.5,13.418642,13.418642,167.733025,167.733025,12,12,3,87500,"51-60",1,"personal"
"461",12,1,"Robe Lake","inStateFreshwater","21 to 30","Up to 4","Other",1,"R_10BZdwDMWDzu8eO",7.626983,"9/29/2018 10:54","9/29/2018 11:05","209.161.171.234",100,626,TRUE,"9/29/2018 11:05",61.40649,-145.667,"I operate boat(s) for personal reasons",0,0,"Yes","No",2,20,10,"No or did not report","","No",NA,"","","No","",33,"More than $250,000","Less than 100% of the time",2,2,5,3,5,4,4,2,"","gaveEmail",461,15779.90581,"No","","","",21,30,26,1,4,2,15,198.301558,15.253966,2974.52337,228.80949,62,4,2,NA,"31-40",1,"personal"
"462",12,2,"Valdez Glacier Lake","marineWaters","31 to 40","Up to 4","Other",2,"R_10BZdwDMWDzu8eO",4.165226,"9/29/2018 10:54","9/29/2018 11:05","209.161.171.234",100,626,TRUE,"9/29/2018 11:05",61.40649,-145.667,"I operate boat(s) for personal reasons",0,0,"Yes","No",2,20,10,"No or did not report","","No",NA,"","","No","",33,"More than $250,000","Less than 100% of the time",2,2,5,3,5,4,4,2,"","gaveEmail",462,8612.452572,"No","","","",31,40,36,1,4,2,15,149.948136,8.330452,2249.22204,124.95678,62,4,2,NA,"31-40",1,"personal"
"463",11,1,"Eagle Rock above & below","inStateFreshwater","5 to 10","Up to 4","Sport Fishing",1,"R_3QVsGVKspcJKAqC",6.442124,"9/28/2018 21:21","9/29/2018 11:25","24.237.248.95",100,50618,TRUE,"9/29/2018 11:25",60.3208,-150.7989,"I operate boat(s) for personal reasons",0,0,"Yes","No",3,15,5,"No or did not report","","No",NA,"","","No","",59,"$125,001 - $150,000","100% of the time",5,4,3,3,3,5,4,3,"","gaveEmail",463,13042.14231,"No","","","",5,10,8,1,4,2,10,51.536992,12.884248,515.36992,128.84248,8,2,1,137500,"51-60",1,"personal"
"464",12,1,"to pillars","inStateFreshwater","5 to 10","5 to 10","Sport Fishing",1,"R_1QnIV60ShgqISdE",1.291683,"9/29/2018 11:12","9/29/2018 11:29","216.67.70.164",100,1045,TRUE,"9/29/2018 11:29",61.21809,-149.9003,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",4,25,5,"No or did not report","","No",NA,"","","No","",54,"$50,001 - $75,000","Less than 100% of the time",5,4,3,3,3,4,5,4,"","",464,2618.043255,"No","","","",5,10,8,5,10,8,15,10.333464,10.333464,155.00196,155.00196,8,8,1,62500,"51-60",1,"personal"
"465",11,1,"white sands","inStateFreshwater","Up to 4","Up to 4","Hiking",1,"R_26fNQRPyBTO1AJb",18.24281,"9/29/2018 11:53","9/29/2018 12:04","184.53.17.3",100,656,TRUE,"9/29/2018 12:04",37.75101,-97.822,"I operate boat(s) for personal reasons,I operate boat(s) commercially",0.1,0,"Yes","No",7,50,40,"No or did not report","","No",NA,"","","No","",42,"$50,001 - $75,000","100% of the time",5,1,5,5,5,5,5,5,"","",465,36697.8291,"No","","","",1,4,2,1,4,2,45,36.48562,36.48562,1641.8529,1641.8529,4,4,2,62500,"41-50",0.9,"personal"
"466",9,2,"little lake clark","inStateFreshwater","Up to 4","Up to 4","Camping",2,"R_26fNQRPyBTO1AJb",33.95088,"9/29/2018 11:53","9/29/2018 12:04","184.53.17.3",100,656,TRUE,"9/29/2018 12:04",37.75101,-97.822,"I operate boat(s) for personal reasons,I operate boat(s) commercially",0.1,0,"Yes","No",7,50,40,"No or did not report","","No",NA,"","","No","",42,"$50,001 - $75,000","100% of the time",5,1,5,5,5,5,5,5,"","",466,68462.7857,"No","","","",1,4,2,1,4,2,45,67.90176,67.90176,3055.5792,3055.5792,4,4,2,62500,"41-50",0.9,"personal"
"467",12,1,"Engineer LK","inStateFreshwater","Up to 4","Up to 4","Hunting",1,"R_39T7Js3q3LXU1iN",263.2957,"9/29/2018 12:13","9/29/2018 12:42","67.58.27.47",100,1687,TRUE,"9/29/2018 12:42",62.06709,-163.2908,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",1,23,14,"No or did not report","","No",NA,"","","No","",59,"Less than $25,000","100% of the time",5,1,5,1,1,1,1,2,"","",467,557962.9699,NA,"","","",1,4,2,1,4,2,18.5,526.5914,526.5914,9741.9409,9741.9409,2,2,1,12500,"51-60",1,"personal"
"468",12,1,"Dam to Log Jam","inStateFreshwater","Up to 4","Up to 4","Sport Fishing",1,"R_BMut3CaAKcZjNyF",13.41058,"9/29/2018 12:39","9/29/2018 12:48","66.223.178.104",100,497,TRUE,"9/29/2018 12:48",64.9006,-148.1613,"I operate boat(s) for personal reasons",0,0,"Yes","Yes",2,40,20,"No or did not report","","No",NA,"","","No","",42,"$125,001 - $150,000","Less than 100% of the time",5,NA,5,NA,3,NA,NA,NA,"","",468,31435.76561,"Yes","Chena River","","",1,4,2,1,4,2,30,26.82116,26.82116,804.6348,804.6348,2,2,1,137500,"41-50",1,"personal"
"469",12,1,"Kenai dipnet","inStateFreshwater","Up to 4","Up to 4","Subsistence Fishing",1,"R_3LjYpg9rBIwd5zM",5.56571,"9/29/2018 13:39","9/29/2018 13:48","66.58.158.247",100,510,TRUE,"9/29/2018 13:48",61.0807,-149.7091,"I operate boat(s) for personal reasons",0,0,"Yes","No",3,NA,NA,"No or did not report","","No",NA,"","","No","",64,"$50,001 - $75,000","100% of the time",NA,NA,NA,NA,NA,NA,NA,NA,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)","",469,11297.59621,"No","","","",1,4,2,1,4,2,NA,11.13142,11.13142,NA,NA,2,2,1,62500,"61-70",1,"personal"
"470",10,1,"normal","inStateFreshwater","31 to 40","Up to 4","Sport Fishing",1,"R_2RX7o8PI3NDwqkc",128.3302,"9/29/2018 14:04","9/29/2018 14:21","107.77.211.167",100,1036,TRUE,"9/29/2018 14:21",37.5079,-121.9599,"I operate boat(s) for personal reasons",0,0,"Yes","No",NA,30,0,"No or did not report","","No",NA,"","","No","",41,"$25,001 - $50,000","100% of the time",5,5,1,1,1,5,5,5,"","gaveEmail",470,298050.1067,"Yes","Chena River","Chena Slough","Totchaket Slough",31,40,36,1,4,2,15,4619.8872,256.6604,69298.308,3849.906,42,8,4,37500,"41-50",1,"personal"
